# JD  RA Dec
2454125.500000000     306.86432 -19.12919
2454126.500000000     307.90795 -18.88358
2454127.500000000     308.94816 -18.63226
2454128.500000000     309.98494 -18.37532
2454129.500000000     311.01828 -18.11288
2454130.500000000     312.04817 -17.84505
2454131.500000000     313.07462 -17.57193
2454132.500000000     314.09764 -17.29362
2454133.500000000     315.11723 -17.01024
2454134.500000000     316.13342 -16.72189
2454135.500000000     317.14622 -16.42867
2454136.500000000     318.15567 -16.13070
2454137.500000000     319.16179 -15.82807
2454138.500000000     320.16459 -15.52092
2454139.500000000     321.16412 -15.20933
2454140.500000000     322.16040 -14.89342
2454141.500000000     323.15346 -14.57331
2454142.500000000     324.14335 -14.24910
2454143.500000000     325.13008 -13.92092
2454144.500000000     326.11371 -13.58887
2454145.500000000     327.09426 -13.25307
2454146.500000000     328.07177 -12.91364
2454147.500000000     329.04627 -12.57070
2454148.500000000     330.01781 -12.22437
2454149.500000000     330.98640 -11.87478
2454150.500000000     331.95209 -11.52205
2454151.500000000     332.91492 -11.16630
2454152.500000000     333.87491 -10.80766
2454153.500000000     334.83213 -10.44625
2454154.500000000     335.78661 -10.08219
2454155.500000000     336.73843  -9.71561
2454156.500000000     337.68765  -9.34661
2454157.500000000     338.63434  -8.97531
2454158.500000000     339.57857  -8.60181
2454159.500000000     340.52043  -8.22623
2454160.500000000     341.46000  -7.84868
2454161.500000000     342.39737  -7.46924
2454162.500000000     343.33262  -7.08804
2454163.500000000     344.26585  -6.70516
2454164.500000000     345.19714  -6.32073
2454165.500000000     346.12659  -5.93482
2454166.500000000     347.05429  -5.54755
2454167.500000000     347.98032  -5.15902
2454168.500000000     348.90478  -4.76934
2454169.500000000     349.82776  -4.37859
2454170.500000000     350.74935  -3.98688
2454171.500000000     351.66964  -3.59432
2454172.500000000     352.58870  -3.20101
2454173.500000000     353.50664  -2.80706
2454174.500000000     354.42352  -2.41256
2454175.500000000     355.33944  -2.01762
2454176.500000000     356.25446  -1.62236
2454177.500000000     357.16866  -1.22688
2454178.500000000     358.08210  -0.83130
2454179.500000000     358.99486  -0.43573
2454180.500000000     359.90699  -0.04028
2454181.500000000       0.81857   0.35493
2454182.500000000       1.72966   0.74980
2454183.500000000       2.64033   1.14422
2454184.500000000       3.55066   1.53808
2454185.500000000       4.46074   1.93129
2454186.500000000       5.37065   2.32376
2454187.500000000       6.28048   2.71537
2454188.500000000       7.19032   3.10605
2454189.500000000       8.10025   3.49569
2454190.500000000       9.01037   3.88421
2454191.500000000       9.92077   4.27151
2454192.500000000      10.83155   4.65751
2454193.500000000      11.74279   5.04211
2454194.500000000      12.65459   5.42523
2454195.500000000      13.56703   5.80678
2454196.500000000      14.48021   6.18665
2454197.500000000      15.39421   6.56478
2454198.500000000      16.30912   6.94106
2454199.500000000      17.22502   7.31540
2454200.500000000      18.14199   7.68771
2454201.500000000      19.06012   8.05789
2454202.500000000      19.97948   8.42586
2454203.500000000      20.90013   8.79152
2454204.500000000      21.82215   9.15476
2454205.500000000      22.74559   9.51550
2454206.500000000      23.67050   9.87362
2454207.500000000      24.59694  10.22902
2454208.500000000      25.52495  10.58161
2454209.500000000      26.45455  10.93127
2454210.500000000      27.38580  11.27791
2454211.500000000      28.31873  11.62142
2454212.500000000      29.25338  11.96171
2454213.500000000      30.18979  12.29868
2454214.500000000      31.12802  12.63225
2454215.500000000      32.06811  12.96232
2454216.500000000      33.01011  13.28881
2454217.500000000      33.95407  13.61163
2454218.500000000      34.90003  13.93070
2454219.500000000      35.84805  14.24593
2454220.500000000      36.79817  14.55723
2454221.500000000      37.75043  14.86453
2454222.500000000      38.70489  15.16774
2454223.500000000      39.66158  15.46677
2454224.500000000      40.62055  15.76155
2454225.500000000      41.58184  16.05200
2454226.500000000      42.54547  16.33802
2454227.500000000      43.51148  16.61955
2454228.500000000      44.47990  16.89648
2454229.500000000      45.45076  17.16876
2454230.500000000      46.42407  17.43628
2454231.500000000      47.39984  17.69897
2454232.500000000      48.37809  17.95674
2454233.500000000      49.35881  18.20950
2454234.500000000      50.34199  18.45718
2454235.500000000      51.32761  18.69968
2454236.500000000      52.31564  18.93692
2454237.500000000      53.30606  19.16881
2454238.500000000      54.29881  19.39528
2454239.500000000      55.29387  19.61624
2454240.500000000      56.29118  19.83161
2454241.500000000      57.29070  20.04133
2454242.500000000      58.29240  20.24532
2454243.500000000      59.29624  20.44351
2454244.500000000      60.30217  20.63584
2454245.500000000      61.31015  20.82226
2454246.500000000      62.32015  21.00268
2454247.500000000      63.33212  21.17707
2454248.500000000      64.34603  21.34536
2454249.500000000      65.36182  21.50749
2454250.500000000      66.37946  21.66341
2454251.500000000      67.39889  21.81308
2454252.500000000      68.42007  21.95644
2454253.500000000      69.44295  22.09343
2454254.500000000      70.46747  22.22403
2454255.500000000      71.49359  22.34817
2454256.500000000      72.52124  22.46582
2454257.500000000      73.55037  22.57693
2454258.500000000      74.58091  22.68146
2454259.500000000      75.61279  22.77937
2454260.500000000      76.64593  22.87062
2454261.500000000      77.68025  22.95518
2454262.500000000      78.71567  23.03301
2454263.500000000      79.75207  23.10408
2454264.500000000      80.78937  23.16836
2454265.500000000      81.82744  23.22583
2454266.500000000      82.86617  23.27645
2454267.500000000      83.90544  23.32022
2454268.500000000      84.94514  23.35712
2454269.500000000      85.98515  23.38713
2454270.500000000      87.02534  23.41026
2454271.500000000      88.06562  23.42649
2454272.500000000      89.10588  23.43583
2454273.500000000      90.14601  23.43827
2454274.500000000      91.18591  23.43383
2454275.500000000      92.22548  23.42251
2454276.500000000      93.26464  23.40431
2454277.500000000      94.30328  23.37926
2454278.500000000      95.34132  23.34737
2454279.500000000      96.37868  23.30865
2454280.500000000      97.41526  23.26313
2454281.500000000      98.45099  23.21081
2454282.500000000      99.48579  23.15173
2454283.500000000     100.51959  23.08591
2454284.500000000     101.55232  23.01338
2454285.500000000     102.58391  22.93416
2454286.500000000     103.61429  22.84827
2454287.500000000     104.64338  22.75576
2454288.500000000     105.67112  22.65666
2454289.500000000     106.69743  22.55099
2454290.500000000     107.72224  22.43881
2454291.500000000     108.74547  22.32015
2454292.500000000     109.76704  22.19506
2454293.500000000     110.78685  22.06358
2454294.500000000     111.80484  21.92577
2454295.500000000     112.82091  21.78169
2454296.500000000     113.83499  21.63139
2454297.500000000     114.84699  21.47493
2454298.500000000     115.85685  21.31238
2454299.500000000     116.86450  21.14381
2454300.500000000     117.86988  20.96928
2454301.500000000     118.87294  20.78885
2454302.500000000     119.87362  20.60261
2454303.500000000     120.87190  20.41061
2454304.500000000     121.86773  20.21294
2454305.500000000     122.86109  20.00965
2454306.500000000     123.85195  19.80083
2454307.500000000     124.84029  19.58655
2454308.500000000     125.82610  19.36687
2454309.500000000     126.80937  19.14188
2454310.500000000     127.79010  18.91164
2454311.500000000     128.76830  18.67622
2454312.500000000     129.74397  18.43571
2454313.500000000     130.71714  18.19016
2454314.500000000     131.68781  17.93966
2454315.500000000     132.65601  17.68427
2454316.500000000     133.62175  17.42407
2454317.500000000     134.58505  17.15913
2454318.500000000     135.54593  16.88954
2454319.500000000     136.50440  16.61536
2454320.500000000     137.46048  16.33669
2454321.500000000     138.41417  16.05361
2454322.500000000     139.36548  15.76621
2454323.500000000     140.31443  15.47457
2454324.500000000     141.26103  15.17879
2454325.500000000     142.20529  14.87897
2454326.500000000     143.14722  14.57518
2454327.500000000     144.08686  14.26753
2454328.500000000     145.02422  13.95612
2454329.500000000     145.95934  13.64102
2454330.500000000     146.89224  13.32234
2454331.500000000     147.82297  13.00017
2454332.500000000     148.75157  12.67459
2454333.500000000     149.67808  12.34570
2454334.500000000     150.60256  12.01359
2454335.500000000     151.52505  11.67835
2454336.500000000     152.44562  11.34007
2454337.500000000     153.36433  10.99882
2454338.500000000     154.28124  10.65471
2454339.500000000     155.19643  10.30780
2454340.500000000     156.10998   9.95819
2454341.500000000     157.02196   9.60594
2454342.500000000     157.93245   9.25115
2454343.500000000     158.84155   8.89389
2454344.500000000     159.74934   8.53424
2454345.500000000     160.65590   8.17228
2454346.500000000     161.56130   7.80810
2454347.500000000     162.46564   7.44178
2454348.500000000     163.36898   7.07340
2454349.500000000     164.27138   6.70307
2454350.500000000     165.17293   6.33088
2454351.500000000     166.07368   5.95691
2454352.500000000     166.97371   5.58127
2454353.500000000     167.87307   5.20405
2454354.500000000     168.77183   4.82535
2454355.500000000     169.67006   4.44528
2454356.500000000     170.56783   4.06392
2454357.500000000     171.46520   3.68138
2454358.500000000     172.36224   3.29776
2454359.500000000     173.25903   2.91314
2454360.500000000     174.15564   2.52764
2454361.500000000     175.05215   2.14134
2454362.500000000     175.94864   1.75434
2454363.500000000     176.84517   1.36674
2454364.500000000     177.74185   0.97863
2454365.500000000     178.63875   0.59009
2454366.500000000     179.53595   0.20123
2454367.500000000     180.43356  -0.18786
2454368.500000000     181.33166  -0.57710
2454369.500000000     182.23035  -0.96641
2454370.500000000     183.12974  -1.35569
2454371.500000000     184.02994  -1.74487
2454372.500000000     184.93103  -2.13385
2454373.500000000     185.83314  -2.52255
2454374.500000000     186.73636  -2.91088
2454375.500000000     187.64079  -3.29875
2454376.500000000     188.54651  -3.68607
2454377.500000000     189.45362  -4.07272
2454378.500000000     190.36220  -4.45862
2454379.500000000     191.27232  -4.84366
2454380.500000000     192.18406  -5.22773
2454381.500000000     193.09751  -5.61072
2454382.500000000     194.01271  -5.99253
2454383.500000000     194.92976  -6.37305
2454384.500000000     195.84871  -6.75217
2454385.500000000     196.76963  -7.12978
2454386.500000000     197.69259  -7.50577
2454387.500000000     198.61766  -7.88003
2454388.500000000     199.54489  -8.25245
2454389.500000000     200.47436  -8.62292
2454390.500000000     201.40614  -8.99134
2454391.500000000     202.34027  -9.35758
2454392.500000000     203.27683  -9.72155
2454393.500000000     204.21589 -10.08314
2454394.500000000     205.15751 -10.44224
2454395.500000000     206.10175 -10.79874
2454396.500000000     207.04869 -11.15254
2454397.500000000     207.99839 -11.50353
2454398.500000000     208.95093 -11.85163
2454399.500000000     209.90640 -12.19671
2454400.500000000     210.86486 -12.53869
2454401.500000000     211.82639 -12.87746
2454402.500000000     212.79107 -13.21292
2454403.500000000     213.75897 -13.54496
2454404.500000000     214.73015 -13.87347
2454405.500000000     215.70466 -14.19834
2454406.500000000     216.68254 -14.51946
2454407.500000000     217.66384 -14.83671
2454408.500000000     218.64860 -15.14998
2454409.500000000     219.63682 -15.45914
2454410.500000000     220.62855 -15.76408
2454411.500000000     221.62379 -16.06468
2454412.500000000     222.62255 -16.36083
2454413.500000000     223.62485 -16.65240
2454414.500000000     224.63069 -16.93927
2454415.500000000     225.64006 -17.22134
2454416.500000000     226.65296 -17.49848
2454417.500000000     227.66938 -17.77059
2454418.500000000     228.68930 -18.03754
2454419.500000000     229.71271 -18.29923
2454420.500000000     230.73958 -18.55555
2454421.500000000     231.76990 -18.80639
2454422.500000000     232.80363 -19.05164
2454423.500000000     233.84074 -19.29121
2454424.500000000     234.88122 -19.52498
2454425.500000000     235.92503 -19.75286
2454426.500000000     236.97213 -19.97476
2454427.500000000     238.02252 -20.19058
2454428.500000000     239.07615 -20.40022
2454429.500000000     240.13300 -20.60361
2454430.500000000     241.19305 -20.80063
2454431.500000000     242.25625 -20.99122
2454432.500000000     243.32256 -21.17527
2454433.500000000     244.39194 -21.35271
2454434.500000000     245.46431 -21.52343
2454435.500000000     246.53960 -21.68735
2454436.500000000     247.61773 -21.84440
2454437.500000000     248.69862 -21.99447
2454438.500000000     249.78216 -22.13751
2454439.500000000     250.86825 -22.27342
2454440.500000000     251.95678 -22.40214
2454441.500000000     253.04765 -22.52358
2454442.500000000     254.14072 -22.63770
